# gmm-acc-stats-ali exp/tri3b/29.mdl "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/8/utt2spk scp:data/train/split8/8/cmvn.scp scp:data/train/split8/8/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/8/utt2spk ark:exp/tri3b/trans.8 ark:- ark:- |" "ark,s,cs:gunzip -c exp/tri3b/ali.8.gz|" exp/tri3b/29.8.acc 
# Started at Tue May  7 16:22:19 KST 2019
#
gmm-acc-stats-ali exp/tri3b/29.mdl 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/8/utt2spk scp:data/train/split8/8/cmvn.scp scp:data/train/split8/8/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/8/utt2spk ark:exp/tri3b/trans.8 ark:- ark:- |' 'ark,s,cs:gunzip -c exp/tri3b/ali.8.gz|' exp/tri3b/29.8.acc 
transform-feats --utt2spk=ark:data/train/split8/8/utt2spk ark:exp/tri3b/trans.8 ark:- ark:- 
apply-cmvn --utt2spk=ark:data/train/split8/8/utt2spk scp:data/train/split8/8/cmvn.scp scp:data/train/split8/8/feats.scp ark:- 
transform-feats exp/tri2b_ali/final.mat ark:- ark:- 
splice-feats ark:- ark:- 
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 50 utterances; for utterance s03m2ssjes02-20150804-Korean-cps03051 avg. like is -45.8444 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 600 utterances; for utterance s03m2ssjes02-20150804-KoreandestroyeropsSNR10-cps03190 avg. like is -45.2426 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 650 utterances; for utterance s03m2ssjes02-20150804-KoreandestroyeropsSNR10-cps03240 avg. like is -45.0697 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 700 utterances; for utterance s03m2ssjes02-20150804-KoreandestroyeropsSNR10-cps03290 avg. like is -44.48 over 164 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 750 utterances; for utterance s03m2ssjes02-20150804-KoreandestroyeropsSNR10-cps03341 avg. like is -44.4804 over 159 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 800 utterances; for utterance s03m2ssjes02-20150804-KoreandestroyeropsSNR10-cps03391 avg. like is -44.8935 over 142 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 850 utterances; for utterance s03m2ssjhs02-20150804-Korean-cps03027 avg. like is -48.3555 over 143 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 900 utterances; for utterance s03m2ssjhs02-20150804-Korean-cps03081 avg. like is -47.7654 over 134 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 950 utterances; for utterance s03m2ssjhs02-20150804-Korean-cps03136 avg. like is -51.8269 over 149 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1000 utterances; for utterance s03m2ssjhs02-20150804-Korean-cps03188 avg. like is -46.645 over 138 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1050 utterances; for utterance s03m2ssjhs02-20150804-Korean-cps03240 avg. like is -43.0865 over 133 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1100 utterances; for utterance s03m2ssjhs02-20150804-Korean-cps03291 avg. like is -47.8126 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1150 utterances; for utterance s03m2ssjhs02-20150804-Korean-cps03343 avg. like is -46.0682 over 122 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1200 utterances; for utterance s03m2ssjhs02-20150804-Korean-cps03397 avg. like is -50.3047 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1250 utterances; for utterance s03m2ssjhs02-20150804-KoreanleopardSNR10-cps03033 avg. like is -44.382 over 137 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1300 utterances; for utterance s03m2ssjhs02-20150804-KoreanleopardSNR10-cps03087 avg. like is -44.7235 over 140 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1350 utterances; for utterance s03m2ssjhs02-20150804-KoreanleopardSNR10-cps03142 avg. like is -44.2441 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1400 utterances; for utterance s03m2ssjhs02-20150804-KoreanleopardSNR10-cps03194 avg. like is -45.1802 over 106 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1450 utterances; for utterance s03m2ssjhs02-20150804-KoreanleopardSNR10-cps03246 avg. like is -42.5331 over 127 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1500 utterances; for utterance s03m2ssjhs02-20150804-KoreanleopardSNR10-cps03297 avg. like is -42.0631 over 134 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1550 utterances; for utterance s03m2ssjhs02-20150804-KoreanleopardSNR10-cps03350 avg. like is -43.8085 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1600 utterances; for utterance s03m2ssjhs02-20150804-KoreanleopardSNR10-cps03404 avg. like is -44.364 over 153 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1650 utterances; for utterance s03m2sssth01-20150804-Korean-cps03037 avg. like is -40.3195 over 132 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1700 utterances; for utterance s03m2sssth01-20150804-Korean-cps03089 avg. like is -51.284 over 124 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1750 utterances; for utterance s03m2sssth01-20150804-Korean-cps03139 avg. like is -47.766 over 127 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1800 utterances; for utterance s03m2sssth01-20150804-Korean-cps03190 avg. like is -51.8818 over 119 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1850 utterances; for utterance s03m2sssth01-20150804-Korean-cps03244 avg. like is -50.1405 over 133 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1900 utterances; for utterance s03m2sssth01-20150804-Korean-cps03295 avg. like is -52.9542 over 126 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1950 utterances; for utterance s03m2sssth01-20150804-Korean-cps03345 avg. like is -45.6356 over 166 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2000 utterances; for utterance s03m2sssth01-20150804-Korean-cps03397 avg. like is -47.6938 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2050 utterances; for utterance s03m2sssth01-20150804-KoreanleopardSNR10-cps03030 avg. like is -43.5733 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2100 utterances; for utterance s03m2sssth01-20150804-KoreanleopardSNR10-cps03082 avg. like is -40.6412 over 138 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2150 utterances; for utterance s03m2sssth01-20150804-KoreanleopardSNR10-cps03132 avg. like is -39.7351 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2200 utterances; for utterance s03m2sssth01-20150804-KoreanleopardSNR10-cps03183 avg. like is -46.1578 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2250 utterances; for utterance s03m2sssth01-20150804-KoreanleopardSNR10-cps03237 avg. like is -41.8501 over 133 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2300 utterances; for utterance s03m2sssth01-20150804-KoreanleopardSNR10-cps03288 avg. like is -45.2821 over 127 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2350 utterances; for utterance s03m2sssth01-20150804-KoreanleopardSNR10-cps03338 avg. like is -44.2794 over 121 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2400 utterances; for utterance s03m2sssth01-20150804-KoreanleopardSNR10-cps03389 avg. like is -42.0246 over 95 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2450 utterances; for utterance s03m2sstsg01-20150804-Korean-cps03022 avg. like is -44.0789 over 181 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2500 utterances; for utterance s03m2sstsg01-20150804-Korean-cps03074 avg. like is -46.3311 over 161 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2550 utterances; for utterance s03m2sstsg01-20150804-Korean-cps03124 avg. like is -44.3603 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2600 utterances; for utterance s03m2sstsg01-20150804-Korean-cps03174 avg. like is -51.1382 over 176 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2650 utterances; for utterance s03m2sstsg01-20150804-Korean-cps03225 avg. like is -43.3252 over 216 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2700 utterances; for utterance s03m2sstsg01-20150804-Korean-cps03275 avg. like is -38.7723 over 131 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2750 utterances; for utterance s03m2sstsg01-20150804-Korean-cps03327 avg. like is -44.5396 over 239 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2800 utterances; for utterance s03m2sstsg01-20150804-Korean-cps03377 avg. like is -42.6964 over 159 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2850 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03010 avg. like is -39.4916 over 242 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2900 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03062 avg. like is -38.1187 over 180 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2950 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03112 avg. like is -36.5281 over 171 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3000 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03162 avg. like is -39.4374 over 164 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3050 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03212 avg. like is -38.5993 over 187 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3100 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03263 avg. like is -35.3546 over 167 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3150 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03315 avg. like is -37.1155 over 159 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3200 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03365 avg. like is -37.2499 over 183 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3250 utterances; for utterance s03m2sstsg01-20150804-KoreancarSNR10-cps03416 avg. like is -39.7284 over 176 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3300 utterances; for utterance s03m3ccgwb01-20150804-Korean-cps03048 avg. like is -56.0583 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3350 utterances; for utterance s03m3ccgwb01-20150804-Korean-cps03098 avg. like is -52.203 over 136 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3400 utterances; for utterance s03m3ccgwb01-20150804-Korean-cps03151 avg. like is -50.1547 over 120 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3450 utterances; for utterance s03m3ccgwb01-20150804-Korean-cps03202 avg. like is -47.1281 over 123 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3500 utterances; for utterance s03m3ccgwb01-20150804-Korean-cps03254 avg. like is -50.6102 over 114 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3550 utterances; for utterance s03m3ccgwb01-20150804-Korean-cps03306 avg. like is -50.5783 over 120 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3600 utterances; for utterance s03m3ccgwb01-20150804-Korean-cps03358 avg. like is -50.5921 over 134 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3650 utterances; for utterance s03m3ccgwb01-20150804-Korean-cps03410 avg. like is -45.7522 over 128 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3700 utterances; for utterance s03m3ccgwb01-20150804-Koreanbabble2SNR10-cps03042 avg. like is -41.7286 over 145 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3750 utterances; for utterance s03m3ccgwb01-20150804-Koreanbabble2SNR10-cps03092 avg. like is -42.2583 over 135 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3800 utterances; for utterance s03m3ccgwb01-20150804-Koreanbabble2SNR10-cps03145 avg. like is -45.3869 over 131 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3850 utterances; for utterance s03m3ccgwb01-20150804-Koreanbabble2SNR10-cps03196 avg. like is -45.9727 over 117 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3900 utterances; for utterance s03m3ccgwb01-20150804-Koreanbabble2SNR10-cps03248 avg. like is -40.8229 over 140 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3950 utterances; for utterance s03m3ccgwb01-20150804-Koreanbabble2SNR10-cps03300 avg. like is -43.0857 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4000 utterances; for utterance s03m3ccgwb01-20150804-Koreanbabble2SNR10-cps03352 avg. like is -44.2729 over 122 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4050 utterances; for utterance s03m3ccgwb01-20150804-Koreanbabble2SNR10-cps03403 avg. like is -43.1076 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4100 utterances; for utterance s03m3jrhsj02-20150804-Korean-cps03036 avg. like is -44.9758 over 131 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4150 utterances; for utterance s03m3jrhsj02-20150804-Korean-cps03086 avg. like is -48.2572 over 175 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4200 utterances; for utterance s03m3jrhsj02-20150804-Korean-cps03137 avg. like is -46.1606 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4250 utterances; for utterance s03m3jrhsj02-20150804-Korean-cps03188 avg. like is -48.8905 over 158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4300 utterances; for utterance s03m3jrhsj02-20150804-Korean-cps03238 avg. like is -47.8914 over 131 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4350 utterances; for utterance s03m3jrhsj02-20150804-Korean-cps03288 avg. like is -47.3153 over 145 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4400 utterances; for utterance s03m3jrhsj02-20150804-Korean-cps03339 avg. like is -49.79 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4450 utterances; for utterance s03m3jrhsj02-20150804-Korean-cps03389 avg. like is -44.8664 over 110 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4500 utterances; for utterance s03m3jrhsj02-20150804-KoreanvolvoSNR10-cps03022 avg. like is -45.5846 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4550 utterances; for utterance s03m3jrhsj02-20150804-KoreanvolvoSNR10-cps03072 avg. like is -46.4006 over 156 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4600 utterances; for utterance s03m3jrhsj02-20150804-KoreanvolvoSNR10-cps03122 avg. like is -43.4717 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4650 utterances; for utterance s03m3jrhsj02-20150804-KoreanvolvoSNR10-cps03174 avg. like is -46.3529 over 166 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4700 utterances; for utterance s03m3jrhsj02-20150804-KoreanvolvoSNR10-cps03224 avg. like is -41.8528 over 155 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4750 utterances; for utterance s03m3jrhsj02-20150804-KoreanvolvoSNR10-cps03274 avg. like is -47.8611 over 171 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4800 utterances; for utterance s03m3jrhsj02-20150804-KoreanvolvoSNR10-cps03325 avg. like is -44.9738 over 103 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4850 utterances; for utterance s03m3jrhsj02-20150804-KoreanvolvoSNR10-cps03375 avg. like is -44.5725 over 135 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4900 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03008 avg. like is -49.9202 over 123 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4950 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03059 avg. like is -46.068 over 134 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5000 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03109 avg. like is -52.0592 over 148 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5050 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03161 avg. like is -50.2887 over 144 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5100 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03212 avg. like is -47.5248 over 159 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5150 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03262 avg. like is -42.2841 over 131 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5200 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03313 avg. like is -46.331 over 139 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5250 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03363 avg. like is -45.8628 over 133 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5300 utterances; for utterance s03m3jrsbc01-20150804-Korean-cps03414 avg. like is -48.8436 over 149 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5350 utterances; for utterance s03m3jrsbc01-20150804-Koreanbabble2SNR10-cps03047 avg. like is -48.2955 over 142 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5400 utterances; for utterance s03m3jrsbc01-20150804-Koreanbabble2SNR10-cps03097 avg. like is -45.5676 over 128 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5450 utterances; for utterance s03m3jrsbc01-20150804-Koreanbabble2SNR10-cps03149 avg. like is -45.5198 over 138 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5500 utterances; for utterance s03m3jrsbc01-20150804-Koreanbabble2SNR10-cps03200 avg. like is -46.8238 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5550 utterances; for utterance s03m3jrsbc01-20150804-Koreanbabble2SNR10-cps03250 avg. like is -46.5284 over 139 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5600 utterances; for utterance s03m3jrsbc01-20150804-Koreanbabble2SNR10-cps03301 avg. like is -45.7625 over 175 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5650 utterances; for utterance s03m3jrsbc01-20150804-Koreanbabble2SNR10-cps03351 avg. like is -46.6534 over 144 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5700 utterances; for utterance s03m3jrsbc01-20150804-Koreanbabble2SNR10-cps03401 avg. like is -42.5456 over 132 frames.
