# gmm-acc-stats-ali exp/tri3b/26.mdl "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/2/utt2spk scp:data/train/split8/2/cmvn.scp scp:data/train/split8/2/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/2/utt2spk ark:exp/tri3b/trans.2 ark:- ark:- |" "ark,s,cs:gunzip -c exp/tri3b/ali.2.gz|" exp/tri3b/26.2.acc 
# Started at Tue May  7 16:21:05 KST 2019
#
gmm-acc-stats-ali exp/tri3b/26.mdl 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/2/utt2spk scp:data/train/split8/2/cmvn.scp scp:data/train/split8/2/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/2/utt2spk ark:exp/tri3b/trans.2 ark:- ark:- |' 'ark,s,cs:gunzip -c exp/tri3b/ali.2.gz|' exp/tri3b/26.2.acc 
transform-feats --utt2spk=ark:data/train/split8/2/utt2spk ark:exp/tri3b/trans.2 ark:- ark:- 
splice-feats ark:- ark:- 
transform-feats exp/tri2b_ali/final.mat ark:- ark:- 
apply-cmvn --utt2spk=ark:data/train/split8/2/utt2spk scp:data/train/split8/2/cmvn.scp scp:data/train/split8/2/feats.scp ark:- 
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 50 utterances; for utterance s016m2ljy00_r-20150804-Korean-set016050 avg. like is -51.76 over 399 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 650 utterances; for utterance s017m2yds00-20150804-Korean-set017020 avg. like is -51.5035 over 792 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 700 utterances; for utterance s017m2yds00-20150804-Korean-set017070 avg. like is -50.644 over 396 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 750 utterances; for utterance s017m2yds00-20150804-Koreanbabble2SNR10-set017015 avg. like is -47.4742 over 759 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 800 utterances; for utterance s017m2yds00-20150804-Koreanbabble2SNR10-set017065 avg. like is -46.22 over 287 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 850 utterances; for utterance s017m2yds00_r-20150804-Korean-set017010 avg. like is -56.4734 over 1014 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 900 utterances; for utterance s017m2yds00_r-20150804-Korean-set017060 avg. like is -50.1286 over 417 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 950 utterances; for utterance s017m2yds00_r-20150804-KoreanwhiteSNR10-set017005 avg. like is -42.8731 over 565 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1000 utterances; for utterance s017m2yds00_r-20150804-KoreanwhiteSNR10-set017055 avg. like is -42.3575 over 249 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1050 utterances; for utterance s017m2yds00_r-20150804-KoreanwhiteSNR10-set017105 avg. like is -41.9616 over 420 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1100 utterances; for utterance s017mss2kds00-20150804-Korean-set017050 avg. like is -49.4652 over 968 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1150 utterances; for utterance s017mss2kds00-20150804-Korean-set017100 avg. like is -46.8804 over 598 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1200 utterances; for utterance s017mss2kds00-20150804-KoreancarSNR10-set017045 avg. like is -40.9571 over 628 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1250 utterances; for utterance s017mss2kds00-20150804-KoreancarSNR10-set017095 avg. like is -41.9614 over 898 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1300 utterances; for utterance s018fss1kjj00-20150804-Korean-set018040 avg. like is -48.8478 over 748 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1350 utterances; for utterance s018fss1kjj00-20150804-Korean-set018090 avg. like is -47.175 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1400 utterances; for utterance s018fss1kjj00-20150804-Koreanfactory1SNR10-set018035 avg. like is -39.8773 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1450 utterances; for utterance s018fss1kjj00-20150804-Koreanfactory1SNR10-set018085 avg. like is -41.5366 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1500 utterances; for utterance s018m2ksk00-20150804-Korean-set018030 avg. like is -53.8609 over 421 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1550 utterances; for utterance s018m2ksk00-20150804-Korean-set018080 avg. like is -50.2967 over 495 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1600 utterances; for utterance s018m2ksk00-20150804-KoreandestroyeropsSNR10-set018025 avg. like is -44.2162 over 324 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1650 utterances; for utterance s018m2ksk00-20150804-KoreandestroyeropsSNR10-set018075 avg. like is -45.7134 over 376 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1700 utterances; for utterance s018mss3lch00-20150804-Korean-set018020 avg. like is -49.1282 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1750 utterances; for utterance s018mss3lch00-20150804-Korean-set018070 avg. like is -44.8724 over 868 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1800 utterances; for utterance s019fss3ksy03-20150804-Korean-set019015 avg. like is -50.613 over 418 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1850 utterances; for utterance s019fss3ksy03-20150804-Korean-set019065 avg. like is -48.3767 over 498 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1900 utterances; for utterance s019fss3ksy03-20150804-KoreancarSNR10-set019009 avg. like is -43.3469 over 1008 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1950 utterances; for utterance s019fss3ksy03-20150804-KoreancarSNR10-set019059 avg. like is -39.0974 over 568 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2000 utterances; for utterance s019m2wdj00-20150804-Korean-set019003 avg. like is -53.5156 over 700 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2050 utterances; for utterance s019m2wdj00-20150804-Korean-set019053 avg. like is -51.2398 over 400 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2100 utterances; for utterance s019m2wdj00-20150804-Korean-set019103 avg. like is -52.687 over 344 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2150 utterances; for utterance s019m2wdj00-20150804-KoreanpinkSNR10-set019047 avg. like is -39.5452 over 467 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2200 utterances; for utterance s019m2wdj00-20150804-KoreanpinkSNR10-set019097 avg. like is -40.5549 over 272 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2250 utterances; for utterance s019m2wdj00_r-20150804-Korean-set019041 avg. like is -50.325 over 409 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2300 utterances; for utterance s019m2wdj00_r-20150804-Korean-set019091 avg. like is -49.7352 over 413 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2350 utterances; for utterance s019m2wdj00_r-20150804-Koreanbabble2SNR10-set019035 avg. like is -46.8759 over 796 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2400 utterances; for utterance s019m2wdj00_r-20150804-Koreanbabble2SNR10-set019085 avg. like is -46.1993 over 269 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2450 utterances; for utterance s019mss2lyh00-20150804-Korean-set019029 avg. like is -47.0166 over 398 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2500 utterances; for utterance s019mss2lyh00-20150804-Korean-set019079 avg. like is -47.111 over 508 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2550 utterances; for utterance s019mss2lyh00-20150804-Koreanfactory1SNR10-set019023 avg. like is -41.6489 over 558 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2600 utterances; for utterance s019mss2lyh00-20150804-Koreanfactory1SNR10-set019073 avg. like is -39.9155 over 458 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2650 utterances; for utterance s01f1cchsi01-20150804-Korean-cps01018 avg. like is -51.7887 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2700 utterances; for utterance s01f1cchsi01-20150804-Korean-cps01068 avg. like is -49.2191 over 138 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2750 utterances; for utterance s01f1cchsi01-20150804-Korean-cps01118 avg. like is -48.9246 over 137 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2800 utterances; for utterance s01f1cchsi01-20150804-Korean-cps01168 avg. like is -48.1553 over 157 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2850 utterances; for utterance s01f1cchsi01-20150804-Korean-cps01219 avg. like is -47.6114 over 150 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2900 utterances; for utterance s01f1cchsi01-20150804-Korean-cps01269 avg. like is -42.4057 over 128 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2950 utterances; for utterance s01f1cchsi01-20150804-Korean-cps01321 avg. like is -49.7626 over 197 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3000 utterances; for utterance s01f1cchsi01-20150804-Korean-cps01373 avg. like is -49.1102 over 149 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3050 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01008 avg. like is -41.8244 over 142 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3100 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01059 avg. like is -45.0846 over 150 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3150 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01109 avg. like is -43.6159 over 134 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3200 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01159 avg. like is -41.4843 over 153 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3250 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01210 avg. like is -40.2703 over 163 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3300 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01260 avg. like is -41.0463 over 164 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3350 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01311 avg. like is -41.3391 over 155 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3400 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01364 avg. like is -41.3764 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3450 utterances; for utterance s01f1cchsi01-20150804-Koreancar1SNR10-cps01416 avg. like is -40.6454 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3500 utterances; for utterance s01f1ksism04-20150804-Korean-cps01054 avg. like is -38.3039 over 163 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3550 utterances; for utterance s01f1ksism04-20150804-Korean-cps01111 avg. like is -45.1092 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3600 utterances; for utterance s01f1ksism04-20150804-Korean-cps01167 avg. like is -41.5827 over 173 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3650 utterances; for utterance s01f1ksism04-20150804-Korean-cps01221 avg. like is -41.505 over 189 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3700 utterances; for utterance s01f1ksism04-20150804-Korean-cps01271 avg. like is -42.7515 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3750 utterances; for utterance s01f1ksism04-20150804-Korean-cps01322 avg. like is -53.852 over 270 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3800 utterances; for utterance s01f1ksism04-20150804-Korean-cps01373 avg. like is -44.609 over 167 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3850 utterances; for utterance s01f1ksism04-20150804-KoreandestroyeropsSNR10-cps01013 avg. like is -44.0594 over 164 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3900 utterances; for utterance s01f1ksism04-20150804-KoreandestroyeropsSNR10-cps01068 avg. like is -44.0056 over 153 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3950 utterances; for utterance s01f1ksism04-20150804-KoreandestroyeropsSNR10-cps01125 avg. like is -42.284 over 186 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4000 utterances; for utterance s01f1ksism04-20150804-KoreandestroyeropsSNR10-cps01180 avg. like is -44.9315 over 159 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4050 utterances; for utterance s01f1ksism04-20150804-KoreandestroyeropsSNR10-cps01233 avg. like is -43.3485 over 173 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4100 utterances; for utterance s01f1ksism04-20150804-KoreandestroyeropsSNR10-cps01283 avg. like is -42.8254 over 174 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4150 utterances; for utterance s01f1ksism04-20150804-KoreandestroyeropsSNR10-cps01334 avg. like is -43.88 over 155 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4200 utterances; for utterance s01f1ksism04-20150804-KoreandestroyeropsSNR10-cps01386 avg. like is -43.3128 over 191 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4250 utterances; for utterance s01f1ssgmr01-20150804-Korean-cps01025 avg. like is -49.4711 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4300 utterances; for utterance s01f1ssgmr01-20150804-Korean-cps01078 avg. like is -50.6824 over 224 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4350 utterances; for utterance s01f1ssgmr01-20150804-Korean-cps01129 avg. like is -47.3387 over 196 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4400 utterances; for utterance s01f1ssgmr01-20150804-Korean-cps01181 avg. like is -51.6101 over 128 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4450 utterances; for utterance s01f1ssgmr01-20150804-Korean-cps01232 avg. like is -49.6271 over 142 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4500 utterances; for utterance s01f1ssgmr01-20150804-Korean-cps01283 avg. like is -47.9947 over 188 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4550 utterances; for utterance s01f1ssgmr01-20150804-Korean-cps01333 avg. like is -51.3303 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4600 utterances; for utterance s01f1ssgmr01-20150804-Korean-cps01388 avg. like is -51.5032 over 220 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4650 utterances; for utterance s01f1ssgmr01-20150804-KoreanhfchannelSNR10-cps01027 avg. like is -39.0124 over 201 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4700 utterances; for utterance s01f1ssgmr01-20150804-KoreanhfchannelSNR10-cps01080 avg. like is -42.2646 over 205 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4750 utterances; for utterance s01f1ssgmr01-20150804-KoreanhfchannelSNR10-cps01131 avg. like is -39.9972 over 193 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4800 utterances; for utterance s01f1ssgmr01-20150804-KoreanhfchannelSNR10-cps01183 avg. like is -40.9435 over 175 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4850 utterances; for utterance s01f1ssgmr01-20150804-KoreanhfchannelSNR10-cps01234 avg. like is -40.6839 over 216 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4900 utterances; for utterance s01f1ssgmr01-20150804-KoreanhfchannelSNR10-cps01285 avg. like is -41.3364 over 179 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4950 utterances; for utterance s01f1ssgmr01-20150804-KoreanhfchannelSNR10-cps01335 avg. like is -43.7686 over 188 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5000 utterances; for utterance s01f1ssgmr01-20150804-KoreanhfchannelSNR10-cps01390 avg. like is -43.0018 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5050 utterances; for utterance s01f1ssuar01-20150804-Korean-cps01039 avg. like is -44.2577 over 157 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5100 utterances; for utterance s01f1ssuar01-20150804-Korean-cps01104 avg. like is -46.4996 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5150 utterances; for utterance s01f1ssuar01-20150804-Korean-cps01162 avg. like is -45.7562 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5200 utterances; for utterance s01f1ssuar01-20150804-Korean-cps01220 avg. like is -46.8168 over 167 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5250 utterances; for utterance s01f1ssuar01-20150804-Korean-cps01272 avg. like is -42.4067 over 142 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5300 utterances; for utterance s01f1ssuar01-20150804-Korean-cps01324 avg. like is -48.1436 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5350 utterances; for utterance s01f1ssuar01-20150804-Korean-cps01374 avg. like is -47.4316 over 157 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5400 utterances; for utterance s01f1ssuar01-20150804-Koreancar1SNR10-cps01012 avg. like is -47.6783 over 193 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5450 utterances; for utterance s01f1ssuar01-20150804-Koreancar1SNR10-cps01082 avg. like is -45.7862 over 164 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5500 utterances; for utterance s01f1ssuar01-20150804-Koreancar1SNR10-cps01142 avg. like is -42.6591 over 175 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5550 utterances; for utterance s01f1ssuar01-20150804-Koreancar1SNR10-cps01201 avg. like is -46.3052 over 137 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5600 utterances; for utterance s01f1ssuar01-20150804-Koreancar1SNR10-cps01251 avg. like is -42.4761 over 130 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5650 utterances; for utterance s01f1ssuar01-20150804-Koreancar1SNR10-cps01304 avg. like is -45.0151 over 174 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5700 utterances; for utterance s01f1ssuar01-20150804-Koreancar1SNR10-cps01355 avg. like is -38.811 over 169 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5750 utterances; for utterance s01f1ssuar01-20150804-Koreancar1SNR10-cps01405 avg. like is -43.9065 over 154 frames.
