# gmm-acc-stats-ali exp/tri3b/19.mdl "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/3/utt2spk scp:data/train/split8/3/cmvn.scp scp:data/train/split8/3/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/3/utt2spk ark:exp/tri3b/trans.3 ark:- ark:- |" "ark,s,cs:gunzip -c exp/tri3b/ali.3.gz|" exp/tri3b/19.3.acc 
# Started at Tue May  7 16:16:35 KST 2019
#
gmm-acc-stats-ali exp/tri3b/19.mdl 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/3/utt2spk scp:data/train/split8/3/cmvn.scp scp:data/train/split8/3/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/3/utt2spk ark:exp/tri3b/trans.3 ark:- ark:- |' 'ark,s,cs:gunzip -c exp/tri3b/ali.3.gz|' exp/tri3b/19.3.acc 
transform-feats --utt2spk=ark:data/train/split8/3/utt2spk ark:exp/tri3b/trans.3 ark:- ark:- 
transform-feats exp/tri2b_ali/final.mat ark:- ark:- 
splice-feats ark:- ark:- 
apply-cmvn --utt2spk=ark:data/train/split8/3/utt2spk scp:data/train/split8/3/cmvn.scp scp:data/train/split8/3/feats.scp ark:- 
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 50 utterances; for utterance s01f2ksigj01-20150804-Korean-cps01052 avg. like is -47.315 over 225 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 600 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01190 avg. like is -41.497 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 650 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01241 avg. like is -41.2176 over 181 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 700 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01291 avg. like is -45.0404 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 750 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01343 avg. like is -41.716 over 191 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 800 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01393 avg. like is -37.8775 over 173 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 850 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01027 avg. like is -44.0395 over 143 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 900 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01078 avg. like is -50.453 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 950 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01128 avg. like is -44.9325 over 140 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1000 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01178 avg. like is -47.1926 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1050 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01229 avg. like is -46.9461 over 138 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1100 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01279 avg. like is -54.9401 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1150 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01329 avg. like is -52.0466 over 132 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1200 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01380 avg. like is -48.131 over 136 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1250 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01014 avg. like is -37.3718 over 116 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1300 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01065 avg. like is -37.3314 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1350 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01116 avg. like is -37.9314 over 132 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1400 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01166 avg. like is -37.3785 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1450 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01217 avg. like is -37.9786 over 150 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1500 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01267 avg. like is -38.3629 over 124 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1550 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01317 avg. like is -38.398 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1600 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01368 avg. like is -39.084 over 122 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1650 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01002 avg. like is -43.167 over 203 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1700 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01053 avg. like is -46.7837 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1750 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01104 avg. like is -42.0171 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1800 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01155 avg. like is -42.9165 over 134 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1850 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01205 avg. like is -43.7946 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1900 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01255 avg. like is -45.8255 over 161 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1950 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01308 avg. like is -46.6437 over 135 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2000 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01359 avg. like is -43.1106 over 138 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2050 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01410 avg. like is -52.7592 over 130 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2100 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01044 avg. like is -40.2769 over 115 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2150 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01095 avg. like is -41.2072 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2200 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01146 avg. like is -43.9701 over 169 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2250 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01196 avg. like is -43.0356 over 148 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2300 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01246 avg. like is -44.3586 over 139 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2350 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01298 avg. like is -38.5626 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2400 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01350 avg. like is -42.8674 over 128 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2450 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01401 avg. like is -46.7841 over 111 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2500 utterances; for utterance s01f2sssys01-20150804-Korean-cps01034 avg. like is -44.3522 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2550 utterances; for utterance s01f2sssys01-20150804-Korean-cps01084 avg. like is -43.6769 over 124 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2600 utterances; for utterance s01f2sssys01-20150804-Korean-cps01135 avg. like is -41.3609 over 133 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2650 utterances; for utterance s01f2sssys01-20150804-Korean-cps01186 avg. like is -40.496 over 135 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2700 utterances; for utterance s01f2sssys01-20150804-Korean-cps01236 avg. like is -48.639 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2750 utterances; for utterance s01f2sssys01-20150804-Korean-cps01286 avg. like is -49.5718 over 158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2800 utterances; for utterance s01f2sssys01-20150804-Korean-cps01336 avg. like is -44.302 over 175 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2850 utterances; for utterance s01f2sssys01-20150804-Korean-cps01387 avg. like is -43.5603 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2900 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01020 avg. like is -37.9904 over 121 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2950 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01070 avg. like is -37.9753 over 125 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3000 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01121 avg. like is -41.1083 over 129 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3050 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01171 avg. like is -42.8878 over 172 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3100 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01222 avg. like is -43.5256 over 173 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3150 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01272 avg. like is -39.8869 over 123 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3200 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01322 avg. like is -43.7278 over 216 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3250 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01373 avg. like is -39.5593 over 144 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3300 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01006 avg. like is -46.5672 over 187 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3350 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01056 avg. like is -41.8853 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3400 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01106 avg. like is -49.1965 over 185 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3450 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01157 avg. like is -45.6304 over 131 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3500 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01209 avg. like is -43.9438 over 173 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3550 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01259 avg. like is -45.1982 over 169 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3600 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01309 avg. like is -44.6287 over 183 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3650 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01359 avg. like is -42.1818 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3700 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01409 avg. like is -48.7593 over 130 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3750 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01042 avg. like is -46.3883 over 169 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3800 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01092 avg. like is -54.048 over 200 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3850 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01143 avg. like is -49.5222 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3900 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01195 avg. like is -47.2408 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3950 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01245 avg. like is -46.4996 over 142 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4000 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01295 avg. like is -46.5394 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4050 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01345 avg. like is -47.0206 over 143 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4100 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01395 avg. like is -45.2429 over 177 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4150 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01028 avg. like is -45.3704 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4200 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01078 avg. like is -48.0165 over 180 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4250 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01130 avg. like is -47.6509 over 206 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4300 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01183 avg. like is -44.5156 over 153 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4350 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01234 avg. like is -49.6444 over 191 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4400 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01285 avg. like is -49.1667 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4450 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01336 avg. like is -43.9925 over 171 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4500 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01388 avg. like is -48.5572 over 158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4550 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01021 avg. like is -46.689 over 194 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4600 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01071 avg. like is -46.5018 over 180 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4650 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01122 avg. like is -46.3202 over 148 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4700 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01175 avg. like is -45.666 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4750 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01227 avg. like is -48.3141 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4800 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01278 avg. like is -46.2658 over 132 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4850 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01328 avg. like is -45.9588 over 118 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4900 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01380 avg. like is -45.601 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4950 utterances; for utterance s01f3ksish01-20150804-Korean-cps01014 avg. like is -46.3462 over 123 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5000 utterances; for utterance s01f3ksish01-20150804-Korean-cps01065 avg. like is -43.2684 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5050 utterances; for utterance s01f3ksish01-20150804-Korean-cps01115 avg. like is -46.1988 over 158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5100 utterances; for utterance s01f3ksish01-20150804-Korean-cps01165 avg. like is -41.0364 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5150 utterances; for utterance s01f3ksish01-20150804-Korean-cps01216 avg. like is -43.5606 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5200 utterances; for utterance s01f3ksish01-20150804-Korean-cps01266 avg. like is -46.5729 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5250 utterances; for utterance s01f3ksish01-20150804-Korean-cps01316 avg. like is -39.7438 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5300 utterances; for utterance s01f3ksish01-20150804-Korean-cps01367 avg. like is -41.6787 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5350 utterances; for utterance s01f3ksish01-20150804-Korean-cps01417 avg. like is -50.7538 over 145 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5400 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01050 avg. like is -39.3792 over 136 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5450 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01101 avg. like is -40.2515 over 157 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5500 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01151 avg. like is -40.0398 over 187 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5550 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01202 avg. like is -44.4784 over 150 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5600 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01252 avg. like is -45.9833 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5650 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01302 avg. like is -42.8396 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5700 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01352 avg. like is -42.27 over 150 frames.
