# gmm-acc-stats-ali exp/tri3b/32.mdl "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/3/utt2spk scp:data/train/split8/3/cmvn.scp scp:data/train/split8/3/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/3/utt2spk ark:exp/tri3b/trans.3 ark:- ark:- |" "ark,s,cs:gunzip -c exp/tri3b/ali.3.gz|" exp/tri3b/32.3.acc 
# Started at Tue May  7 16:25:33 KST 2019
#
gmm-acc-stats-ali exp/tri3b/32.mdl 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/3/utt2spk scp:data/train/split8/3/cmvn.scp scp:data/train/split8/3/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/3/utt2spk ark:exp/tri3b/trans.3 ark:- ark:- |' 'ark,s,cs:gunzip -c exp/tri3b/ali.3.gz|' exp/tri3b/32.3.acc 
splice-feats ark:- ark:- 
apply-cmvn --utt2spk=ark:data/train/split8/3/utt2spk scp:data/train/split8/3/cmvn.scp scp:data/train/split8/3/feats.scp ark:- 
transform-feats exp/tri2b_ali/final.mat ark:- ark:- 
transform-feats --utt2spk=ark:data/train/split8/3/utt2spk ark:exp/tri3b/trans.3 ark:- ark:- 
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 50 utterances; for utterance s01f2ksigj01-20150804-Korean-cps01052 avg. like is -46.8677 over 225 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 600 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01190 avg. like is -40.4281 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 650 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01241 avg. like is -40.3842 over 181 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 700 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01291 avg. like is -44.2251 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 750 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01343 avg. like is -41.139 over 191 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 800 utterances; for utterance s01f2ksigj01-20150804-Koreanleopard2SNR10-cps01393 avg. like is -37.1669 over 173 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 850 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01027 avg. like is -43.2162 over 143 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 900 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01078 avg. like is -49.9234 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 950 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01128 avg. like is -44.1031 over 140 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1000 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01178 avg. like is -47.2999 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1050 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01229 avg. like is -46.4762 over 138 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1100 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01279 avg. like is -54.1306 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1150 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01329 avg. like is -51.7698 over 132 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1200 utterances; for utterance s01f2kwgum02-20150804-Korean-cps01380 avg. like is -47.5575 over 136 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1250 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01014 avg. like is -36.217 over 116 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1300 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01065 avg. like is -36.4257 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1350 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01116 avg. like is -36.9922 over 132 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1400 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01166 avg. like is -36.304 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1450 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01217 avg. like is -37.2452 over 150 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1500 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01267 avg. like is -37.6334 over 124 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1550 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01317 avg. like is -37.5024 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1600 utterances; for utterance s01f2kwgum02-20150804-KoreanwhiteSNR10-cps01368 avg. like is -38.3484 over 122 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1650 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01002 avg. like is -42.4407 over 203 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1700 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01053 avg. like is -45.8941 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1750 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01104 avg. like is -41.1533 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1800 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01155 avg. like is -42.1588 over 134 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1850 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01205 avg. like is -43.163 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1900 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01255 avg. like is -44.98 over 161 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1950 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01308 avg. like is -45.7979 over 135 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2000 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01359 avg. like is -42.4989 over 138 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2050 utterances; for utterance s01f2sshjs02-20150804-Korean-cps01410 avg. like is -52.263 over 130 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2100 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01044 avg. like is -40.0325 over 115 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2150 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01095 avg. like is -40.3621 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2200 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01146 avg. like is -43.1563 over 169 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2250 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01196 avg. like is -42.2682 over 148 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2300 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01246 avg. like is -43.7262 over 139 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2350 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01298 avg. like is -38.0041 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2400 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01350 avg. like is -42.095 over 128 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2450 utterances; for utterance s01f2sshjs02-20150804-Koreancar1SNR10-cps01401 avg. like is -46.305 over 111 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2500 utterances; for utterance s01f2sssys01-20150804-Korean-cps01034 avg. like is -43.614 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2550 utterances; for utterance s01f2sssys01-20150804-Korean-cps01084 avg. like is -42.8846 over 124 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2600 utterances; for utterance s01f2sssys01-20150804-Korean-cps01135 avg. like is -40.5891 over 133 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2650 utterances; for utterance s01f2sssys01-20150804-Korean-cps01186 avg. like is -39.7691 over 135 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2700 utterances; for utterance s01f2sssys01-20150804-Korean-cps01236 avg. like is -48.0216 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2750 utterances; for utterance s01f2sssys01-20150804-Korean-cps01286 avg. like is -49.0463 over 158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2800 utterances; for utterance s01f2sssys01-20150804-Korean-cps01336 avg. like is -43.7153 over 175 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2850 utterances; for utterance s01f2sssys01-20150804-Korean-cps01387 avg. like is -42.9098 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2900 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01020 avg. like is -37.185 over 121 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2950 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01070 avg. like is -37.209 over 125 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3000 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01121 avg. like is -40.1834 over 129 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3050 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01171 avg. like is -41.8887 over 172 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3100 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01222 avg. like is -43.0134 over 173 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3150 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01272 avg. like is -39.1717 over 123 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3200 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01322 avg. like is -42.993 over 216 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3250 utterances; for utterance s01f2sssys01-20150804-Koreancar1SNR10-cps01373 avg. like is -38.9016 over 144 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3300 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01006 avg. like is -45.8852 over 187 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3350 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01056 avg. like is -41.1679 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3400 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01106 avg. like is -48.4311 over 185 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3450 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01157 avg. like is -44.6276 over 131 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3500 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01209 avg. like is -43.2532 over 173 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3550 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01259 avg. like is -44.5766 over 169 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3600 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01309 avg. like is -43.9164 over 183 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3650 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01359 avg. like is -41.6126 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3700 utterances; for utterance s01f3ccbse01-20150804-Korean-cps01409 avg. like is -48.4699 over 130 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3750 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01042 avg. like is -45.6412 over 169 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3800 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01092 avg. like is -53.6838 over 200 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3850 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01143 avg. like is -48.8617 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3900 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01195 avg. like is -46.7093 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3950 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01245 avg. like is -46.0244 over 142 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4000 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01295 avg. like is -45.8867 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4050 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01345 avg. like is -46.5818 over 143 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4100 utterances; for utterance s01f3ccbse01-20150804-Koreanbabble1SNR10-cps01395 avg. like is -44.6873 over 177 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4150 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01028 avg. like is -44.7152 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4200 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01078 avg. like is -47.6655 over 180 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4250 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01130 avg. like is -47.5192 over 206 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4300 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01183 avg. like is -44.2842 over 153 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4350 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01234 avg. like is -49.2847 over 191 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4400 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01285 avg. like is -48.8143 over 141 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4450 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01336 avg. like is -43.666 over 171 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4500 utterances; for utterance s01f3jrjjr01-20150804-Korean-cps01388 avg. like is -48.313 over 158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4550 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01021 avg. like is -46.2605 over 194 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4600 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01071 avg. like is -45.9492 over 180 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4650 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01122 avg. like is -45.9772 over 148 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4700 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01175 avg. like is -45.0085 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4750 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01227 avg. like is -47.3024 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4800 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01278 avg. like is -45.9025 over 132 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4850 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01328 avg. like is -45.4138 over 118 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4900 utterances; for utterance s01f3jrjjr01-20150804-KoreanbabbleSNR10-cps01380 avg. like is -44.9421 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4950 utterances; for utterance s01f3ksish01-20150804-Korean-cps01014 avg. like is -45.3839 over 123 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5000 utterances; for utterance s01f3ksish01-20150804-Korean-cps01065 avg. like is -42.8636 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5050 utterances; for utterance s01f3ksish01-20150804-Korean-cps01115 avg. like is -45.0912 over 158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5100 utterances; for utterance s01f3ksish01-20150804-Korean-cps01165 avg. like is -40.3418 over 147 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5150 utterances; for utterance s01f3ksish01-20150804-Korean-cps01216 avg. like is -42.6698 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5200 utterances; for utterance s01f3ksish01-20150804-Korean-cps01266 avg. like is -46.0605 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5250 utterances; for utterance s01f3ksish01-20150804-Korean-cps01316 avg. like is -39.3575 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5300 utterances; for utterance s01f3ksish01-20150804-Korean-cps01367 avg. like is -40.9747 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5350 utterances; for utterance s01f3ksish01-20150804-Korean-cps01417 avg. like is -49.9112 over 145 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5400 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01050 avg. like is -38.4956 over 136 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5450 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01101 avg. like is -39.2633 over 157 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5500 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01151 avg. like is -39.6479 over 187 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5550 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01202 avg. like is -43.8801 over 150 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5600 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01252 avg. like is -45.0702 over 160 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5650 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01302 avg. like is -41.8785 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5700 utterances; for utterance s01f3ksish01-20150804-Koreanleopard2SNR10-cps01352 avg. like is -41.254 over 150 frames.
